Carrosserie;Code_vehicule;Alimentation;Boite_vitesse;Date_debut_comerc;Date_fin_comerc;Groupe_vehicule;Classe_vehicule;Puissance_vehicule
FOURGONNETTE;CI39124;GO;M;3012005;1072006.0;30;J;8.0
BERLINE;VW48100;ES;M;1012014;6022015.0;27;F;3.0
4x4-SUV;LR07036;ES;M;1022001;1102001.0;31;M;9.0
BERLINE;SE02982;GO;S;27012014;23042014.0;30;J;5.0
BREAK;FO07243;ES;M;1986;1987.0;30;G;6.0
4x4-SUV;NA06079;GO;M;5112007;1102009.0;33;Q;12.0
BERLINE;RE80044;GO;M;5012009;5012010.0;31;L;6.0
FOURGONNETTE;VW10002;GO;M;1983;1984.0;31;M;8.0
FOURGONNETTE;HD07015;ES;M;2000;2000.0;26;E;6.0
BERLINE;PE37225;ES;M;6042010;4102010.0;29;H;5.0
BERLINE;SB01065;ES;M;1993;1993.0;33;M;10.0
BERLINE;ME40080;ES;A;1092006;2072010.0;40;HC;25.0
BERLINE;HO03126;ES;M;2000;3012000.0;30;I;6.0
LUDOSPACE;VW01214;GO;S;10082012;15042014.0;32;N;8.0
BERLINE;AU18526;ES;M;25112004;15052008.0;33;M;8.0
BERLINE;OP16427;ES;M;8032004;19072004.0;33;L;8.0
CABRIOLET;AU31463;ES;M;23022017;28062018.0;36;R;10.0
BERLINE;BM70022;GO;A;9022012;1072015.0;35;Q;8.0
BERLINE;RE07306;ES;M;1999;1999.0;28;E;4.0
BERLINE;FO21612;GO;M;3032008;15032010.0;35;N;10.0
FOURGONNETTE;OP07002;ES;M;1985;9999.0;26;A;6.0
BERLINE;RE23030;ES;M;1984;1986.0;29;H;7.0
BERLINE;BM70849;GO;A;1062016;1062018.0;38;R;15.0
4x4-SUV;SG03009;GO;M;3012011;1062013.0;32;M;10.0
BREAK;OP09312;GO;A;1987;1987.0;29;I;7.0
4x4-SUV;LD01013;ES;M;2000;2000.0;27;D;8.0
CABRIOLET;BM73207;GO;M;1072015;1062017.0;34;P;8.0
BERLINE;VO25093;ES;M;2000;2052000.0;33;K;8.0
FOURGONNETTE;OP29110;GN;M;1072016;;31;K;5.0
BERLINE;FO07558;GO;M;1999;1999.0;30;I;6.0
BERLINE;BM70AAZ;ES;A;1062018;;35;R;10.0
BERLINE;AU37244;GO;V;24042014;4102016.0;36;R;10.0
MONOSPACE;RE65008;GO;M;13092002;4092006.0;33;P;10.0
MONOSPACE;CI64065;GO;M;1012014;1062016.0;34;N;7.0
4x4-SUV;ME42061;ES;A;17012007;1092008.0;39;HC;43.0
BERLINE;BM58343;ES;A;22092009;2072012.0;38;P;17.0
BERLINE;RE73026;ES;M;17122007;9092009.0;29;F;5.0
BERLINE;VO27073;ES;A;19042018;;39;U;17.0
FOURGONNETTE;RE43107;GO;M;1995;1997.0;30;J;8.0
4x4-SUV;NA35013;GO;M;15012007;2052008.0;33;P;12.0
BERLINE;AR25028;GO;M;15092003;1072004.0;33;M;8.0
FOURGONNETTE;RE43058;GO;M;1987;1989.0;29;H;8.0
FOURGONNETTE;FI22002;ES;M;1977;1982.0;25;B;5.0
BERLINE;PE30361;GO;M;25092004;30052005.0;30;I;5.0
BERLINE;CI38122;ES;M;2000;1082001.0;28;E;4.0
BERLINE;AU19352;GO;M;24042008;13062012.0;35;O;9.0
BREAK;FO14040;ES;M;1980;1982.0;30;G;10.0
BERLINE;SE12326;ES;S;23042014;5062015.0;34;L;7.0
FOURGONNETTE;VW12071;ES;M;1986;1988.0;27;B;6.0
BERLINE;BM18116;ES;M;1072000;17072000.0;36;N;11.0
FOURGONNETTE;ME15013;GO;M;1981;1989.0;30;P;12.0
BERLINE;CV08010;ES;M;1012008;1012010.0;26;D;4.0
BERLINE;NA09139;GO;M;2012004;2012004.0;33;M;8.0
BERLINE;VW28295;ES;M;1062003;1012004.0;31;I;7.0
PICK-UP;NA36007;GO;M;1082005;2052008.0;33;O;8.0
FOURGONNETTE;RE18023;GO;M;1998;1998.0;31;L;8.0
BERLINE;SE02350;GO;M;2000;2102000.0;32;I;6.0
BERLINE;SE02028;ES;M;1991;1991.0;30;D;6.0
FOURGONNETTE;RE78070;GO;M;4012011;13032013.0;30;J;5.0
CABRIOLET;ST07023;ES;S;8042008;26022009.0;26;I;4.0
4x4-SUV;SA02005;ES;M;1986;1989.0;25;E;6.0
CABRIOLET;VW02216;ES;M;20072016;;30;M;6.0
FOURGONNETTE;FO07228;ES;M;1985;1985.0;28;E;7.0
CABRIOLET;BM59255;GO;A;24032007;1092007.0;37;S;15.0
BERLINE;AR19020;ES;M;1999;1999.0;33;J;9.0
4x4-SUV;LR02109;GO;M;1122006;1122006.0;34;Q;13.0
FOURGONNETTE;RE42098;ES;M;1986;1987.0;26;C;6.0
MONOSPACE;OP24097;ES;M;3122007;1012010.0;31;K;7.0
FOURGONNETTE;RE07147;GO;M;1995;1996.0;28;F;7.0
MONOSPACE;SE14095;GO;M;1102010;15122010.0;31;K;5.0
MONOSPACE;FO35019;GO;A;3032008;15032010.0;33;O;9.0
CABRIOLET;BM59897;GO;M;22092009;30032010.0;38;T;15.0
FOURGONNETTE;OP07004;ES;M;1990;1991.0;27;C;7.0
FOURGONNETTE;PE02022;GO;M;1991;1994.0;30;M;10.0
MONOSPACE;RE67070;ES;M;15122003;31032006.0;33;M;10.0
4x4-SUV;JP01070;GO;M;2012012;1092012.0;33;O;13.0
4x4-SUV;SZ09017;GO;M;1042004;13092005.0;30;L;7.0
MONOSPACE;VW34288;GO;S;10012013;1022014.0;32;M;5.0
BERLINE;PE17015;ES;M;1992;1992.0;33;M;11.0
4x4-SUV;MI05038;ES;A;1992;1994.0;32;P;
BERLINE;FI19322;GO;M;1072017;1062018.0;30;I;4.0
BREAK;FO09145;GO;M;1983;1984.0;30;J;9.0
BERLINE;AU40026;GO;S;28042011;13062014.0;37;U;12.0
BERLINE;SB01039;ES;A;1989;1990.0;31;L;10.0
BERLINE;RE66588;ES;M;19122005;8012008.0;31;J;6.0
FOURGONNETTE;RE78214;EL;V;1122014;4072017.0;27;M;7.0
4x4-AUTRES;LR03125;GO;A;17062010;1092012.0;37;HC;22.0
CAMIONNETTE;RE77028;GO;M;5012010;4012011.0;29;J;5.0
BREAK;OP13061;ES;M;1987;1987.0;32;L;8.0
BREAK;FO13190;ES;M;1987;1987.0;34;N;15.0
CABRIOLET;BM71099;ES;A;1112013;1032016.0;39;T;20.0
4x4-SUV;LR02006;ES;M;1990;1990.0;32;N;20.0
4x4-SUV;TO12124;GO;M;6012006;7082006.0;31;P;11.0
4x4-SUV;SZ04011;GO;M;1999;2000.0;26;G;6.0
LUDOSPACE;OP42003;ES;M;10092018;;31;K;6.0
FOURGONNETTE;FI09026;GO;M;1991;1991.0;27;F;7.0
BREAK;AU06128;ES;A;1990;1990.0;35;P;10.0
BERLINE;VW49059;ES;M;25042013;17012017.0;38;N;13.0
MONOSPACE;RE81418;GO;S;4022014;1072015.0;31;M;6.0
BERLINE;CI30136;GO;M;1997;1997.0;31;I;6.0
4x4-SUV;JP01053;GO;M;30092010;2012012.0;32;O;12.0
FOURGONNETTE;FI04085;ES;M;1996;1998.0;25;A;5.0
BERLINE;AU19321;ES;S;24042008;7122009.0;31;M;6.0
MONOSPACE;RE81376;GO;S;3062013;4022014.0;31;M;6.0
BERLINE;AU19514;ES;M;13062012;24042014.0;32;M;6.0
BERLINE;VW49189;ES;M;12052014;17012017.0;34;L;8.0
BERLINE;RE51024;ES;M;1995;1996.0;34;L;10.0
BREAK;BM23030;ES;A;1994;1996.0;35;P;11.0
CAMIONNETTE;RE74134;GO;M;28092010;4012011.0;32;L;5.0
BERLINE;BM70AAO;GO;A;1062018;;38;S;15.0
BERLINE;AR20025;GO;M;2000;1082001.0;31;J;6.0
BERLINE;MN01706;ES;A;1022018;;31;L;5.0
CABRIOLET;BM58390;ES;M;30032010;1112013.0;39;R;20.0
FOURGONNETTE;PE26163;GO;M;2000;11092000.0;30;L;8.0
CABRIOLET;VW02243;GO;S;20072016;3052017.0;32;N;8.0
BERLINE;NA09121;GO;M;2012004;2012004.0;32;L;7.0
FOURGONNETTE;FO15061;GO;M;1978;1986.0;29;G;9.0
BREAK;VW11092;ES;A;1987;1988.0;32;J;10.0
COUPE;AU21133;ES;M;4072013;1122014.0;37;P;12.0
CAMIONNETTE;RE74139;GO;A;28092010;4012011.0;35;N;7.0
BERLINE;RE60167;ES;M;10072006;12092007.0;32;K;7.0
BREAK;FO13291;ES;M;1993;1993.0;32;K;9.0
BREAK;VW22087;GO;M;1995;1997.0;30;K;5.0
BERLINE;CI61054;ES;M;1102014;1102015.0;32;L;7.0
FOURGONNETTE;VW01346;GO;M;7102015;;33;L;7.0
MONOSPACE;SK09036;ES;A;1062009;1062010.0;30;J;7.0
4x4-SUV;LR03057;GO;A;1997;1998.0;32;R;10.0
BERLINE;ME61088;GO;M;3012012;8042014.0;37;P;11.0
FOURGONNETTE;PE41138;GO;M;2112015;4072016.0;29;J;5.0
FOURGONNETTE;PE41060;GO;M;5092011;31102011.0;28;J;5.0
COUPE;PE28373;ES;M;3052004;25092004.0;34;O;10.0
FOURGONNETTE;KA01002;GO;M;1994;1996.0;29;H;9.0
BERLINE;BM69516;ES;M;1072015;;33;L;7.0
FOURGONNETTE;PE27004;ES;M;1996;1042000.0;29;I;9.0
FOURGONNETTE;FO15078;GO;M;1978;1986.0;30;I;9.0
BREAK;SK01041;ES;M;1995;1995.0;26;D;6.0
BERLINE;VO38053;ES;A;3122007;15102009.0;36;N;15.0
BERLINE;CV14004;GO;M;1032007;1092009.0;34;L;9.0
MONOSPACE;RE69129;ES;A;4092006;2102008.0;32;M;9.0
4x4-SUV;NA06043;GO;A;2000;2002.0;32;P;12.0
BERLINE;RO15003;ES;M;1987;1987.0;35;O;12.0
MONOSPACE;SE14085;GO;S;15122009;1042011.0;31;K;6.0
BERLINE;VO33413;GO;A;1042017;21062018.0;34;O;8.0
BERLINE;RE34003;GO;M;1989;1989.0;29;J;7.0
BERLINE;VW28012;ES;A;1998;1998.0;31;J;10.0
BREAK;OP09044;ES;M;1983;1984.0;29;F;6.0
MONOSPACE;RE67029;GO;M;15062003;1092003.0;31;M;7.0
4x4-SUV;MI14001;GO;M;1042001;7032005.0;30;M;9.0
BERLINE;SE04001;ES;M;1991;1991.0;25;A;4.0
4x4-SUV;SZ10041;GO;M;15012007;5042010.0;27;H;6.0
FOURGONNETTE;CI38061;ES;M;1997;1998.0;28;D;6.0
MONOSPACE;DC04039;ES;M;1122014;1092015.0;31;G;6.0
MONOSPACE;ME46026;GO;M;1999;7012000.0;31;N;8.0
BERLINE;CI34122;ES;M;1998;1998.0;31;I;7.0
BERLINE;HO03183;ES;V;1072008;24012011.0;31;M;5.0
FOURGONNETTE;FI04050;ES;M;1992;1992.0;26;B;6.0
CABRIOLET;ST07013;ES;S;31032007;31072014.0;26;H;5.0
FOURGONNETTE;PE26099;GO;M;1998;1998.0;32;P;8.0
FOURGONNETTE;OP29006;GO;M;19112001;19112001.0;29;H;7.0
CABRIOLET;BM56010;ES;M;1092004;1092004.0;38;V;17.0
BERLINE;MN01276;GO;M;4032013;1072014.0;30;I;4.0
MONOSPACE;RE81052;ES;M;30042009;5012010.0;32;J;7.0
FOURGONNETTE;OP09049;ES;M;1986;1989.0;28;E;7.0
FOURGONNETTE;OP09083;GO;M;1986;1988.0;28;E;6.0
4x4-AUTRES;JP01056;GO;A;30092010;1012014.0;32;P;13.0
4x4-SUV;SZ02042;GO;M;1999;1999.0;28;J;6.0
FOURGONNETTE;PE29164;GN;M;3092007;5052008.0;28;I;8.0
FOURGONNETTE;CI54032;GO;M;1102009;2112010.0;30;K;6.0
BERLINE;RE66398;GO;M;18072005;18072005.0;31;L;6.0
MONOSPACE;FO25005;ES;M;1996;1996.0;32;M;12.0
FOURGONNETTE;RE43095;GO;M;1995;1998.0;29;L;10.0
FOURGONNETTE;FO15310;GO;M;2000;2042002.0;33;N;8.0
BERLINE;FI26219;ES;M;7062003;1072004.0;27;E;4.0
MONOSPACE;VW50055;GO;M;2032015;28042015.0;30;L;4.0
BERLINE;FO08004;ES;M;1988;1988.0;25;B;4.0
4x4-SUV;MI05114;GO;M;25082004;7032005.0;30;O;10.0
BERLINE;FO07521;ES;M;1998;1998.0;30;H;7.0
BERLINE;FI04193;ES;M;12112013;1072014.0;28;H;5.0
4x4-SUV;LR02111;GO;M;1122006;1122006.0;34;R;13.0
4x4-SUV;ME42081;ES;A;18062015;2052018.0;40;HC;50.0
4x4-SUV;SA05001;GO;M;2012008;2012010.0;29;I;6.0
BERLINE;MZ29045;ES;M;30092006;17122007.0;32;K;8.0
CABRIOLET;BM71080;GO;A;1112013;1072015.0;36;S;10.0
BREAK;LA09022;GO;M;1989;1992.0;33;O;8.0
BERLINE;PE17065;GO;A;1997;1997.0;32;P;7.0
BERLINE;AU19059;GO;A;1092001;1082002.0;32;N;8.0
FOURGONNETTE;CI36084;GO;M;2000;2012001.0;31;N;8.0
FOURGONNETTE;RE18051;GO;M;1998;21052001.0;33;M;9.0
FOURGONNETTE;RE56055;GO;M;15012003;15012003.0;27;H;6.0
BERLINE;TO34045;ES;M;1062009;5012011.0;32;J;8.0
BERLINE;SE02619;GO;M;1082008;15012009.0;31;I;5.0
BERLINE;VW49321;ES;M;28042015;17012017.0;31;K;6.0
BERLINE;VW49643;ES;M;1012017;14032018.0;39;P;20.0
FOURGONNETTE;VW01262;GO;S;1072015;7102015.0;32;M;7.0
MONOSPACE;BM73172;GO;M;1032015;1032017.0;34;O;8.0
CABRIOLET;PE30140;ES;M;1032002;2122002.0;31;K;7.0
LIMOUSINE;ME40077;GO;A;17012006;12012010.0;38;V;15.0
FOURGONNETTE;CI36048;GO;M;1996;1997.0;32;M;8.0
FOURGONNETTE;OP29066;GO;M;1022012;1072016.0;30;J;4.0
FOURGONNETTE;PE04008;ES;M;1988;1991.0;31;J;9.0
FOURGONNETTE;VW24001;ES;M;1974;1979.0;28;E;9.0
BERLINE;VO33029;GO;A;17022002;1072002.0;33;N;9.0
FOURGONNETTE;CI54205;GO;M;1042015;2072018.0;31;L;5.0
FOURGONNETTE;CI54053;GO;M;2112010;10102011.0;28;J;5.0
MONOSPACE;ME46156;GO;A;1042015;;32;T;8.0
BERLINE;AN04030;ES;M;1983;1985.0;31;F;6.0
BERLINE;BM58189;GO;M;1092007;2072012.0;36;O;11.0
BREAK;LA02033;ES;M;1995;1995.0;33;L;11.0
FOURGONNETTE;CI39004;GO;M;1997;17081998.0;27;G;7.0
4x4-SUV;JP01057;GO;M;23032011;2012012.0;32;O;12.0
MONOSPACE;DC04051;ES;M;1072015;;30;C;6.0
4x4-SUV;JP01073;GO;A;26072012;1092012.0;33;P;13.0
4x4-SUV;LR05001;GO;M;1985;1987.0;28;K;8.0
FOURGONNETTE;FI03078;ES;M;1092016;;28;H;8.0
CABRIOLET;RE85009;ES;M;3052011;3042012.0;30;J;6.0
BERLINE;DW06010;ES;M;2000;20062000.0;26;C;4.0
BERLINE;SE02198;ES;M;1996;1997.0;28;F;6.0
MONOSPACE;RE10015;ES;M;1988;1991.0;31;O;10.0
BERLINE;PE37101;GO;M;2072007;6042010.0;32;J;6.0
FOURGONNETTE;CI71045;GO;M;10092018;;32;L;5.0
BERLINE;FO28055;ES;A;16072001;16072001.0;31;I;7.0
MONOSPACE;RE64027;GO;A;15122003;4092006.0;33;R;10.0
BERLINE;AR07032;GO;A;7092018;;34;N;7.0
BREAK;VW11186;ES;M;1992;1992.0;35;N;15.0
BERLINE;BM69099;ES;A;1032012;1112012.0;33;O;7.0
BERLINE;RE74022;GO;M;13102007;2062009.0;34;O;9.0
MONOSPACE;LA19010;GO;M;16102004;1082006.0;28;J;4.0
BERLINE;MZ30040;ES;M;1072008;1032009.0;29;F;5.0
BERLINE;SZ01121;ES;A;2042013;20092013.0;28;H;5.0
BERLINE;VO33294;GO;M;10042012;19032015.0;33;P;7.0
MONOSPACE;BM73365;GO;A;1112016;1062017.0;33;N;8.0
BERLINE;FO07444;ES;M;1996;1998.0;29;G;7.0
FOURGONNETTE;VW16089;GO;M;1995;1996.0;29;L;10.0
BERLINE;LA03036;ES;M;1994;1994.0;35;M;9.0
BERLINE;BM70873;ES;A;1062016;;39;R;21.0
BERLINE;VW54038;GO;M;23112017;;29;I;4.0
BERLINE;AU33596;ES;M;25042013;10072013.0;38;P;13.0
BERLINE;RE53197;GP;M;1999;1999.0;30;J;6.0
CABRIOLET;PO01021;ES;M;1990;1993.0;39;HC;20.0
BREAK;OP13055;ES;A;1987;1987.0;32;K;8.0
BERLINE;OP13038;GO;M;1989;1991.0;31;M;7.0
MONOSPACE;RE65083;GO;M;11012007;11012007.0;32;O;8.0
BERLINE;SE07149;GO;M;28042015;5112015.0;30;K;4.0
4x4-AUTRES;HD16005;GO;A;20022003;1102003.0;32;P;11.0
BERLINE;BM70430;GO;M;1032014;1032015.0;34;P;8.0
FOURGONNETTE;PE07072;ES;M;1990;1992.0;27;E;6.0
BERLINE;TA07006;ES;M;1966;1976.0;26;A;5.0
BREAK;OP09119;GO;A;1987;1988.0;28;H;7.0
BERLINE;AU15467;ES;A;1062004;2012006.0;39;U;24.0
BERLINE;VW49216;GO;S;18092014;1042015.0;34;O;8.0
BERLINE;FI19082;ES;S;1062011;3062013.0;28;K;4.0
FOURGONNETTE;RE07007;GO;M;1991;1994.0;28;G;7.0
MONOSPACE;BM73556;GO;M;1022018;;34;O;8.0
FOURGONNETTE;CI11001;ES;M;1986;1988.0;30;F;11.0
BERLINE;SB03116;ES;M;22062007;29052009.0;38;R;17.0
MONOSPACE;FO34142;GO;M;14012013;7042015.0;31;M;6.0
BERLINE;TO34100;ES;M;1032012;16072013.0;30;J;6.0
BERLINE;AU36022;ES;A;15092008;1042011.0;37;S;14.0
FOURGONNETTE;FI10028;ES;M;1986;1989.0;26;A;5.0
MONOSPACE;PE33022;GO;M;1032003;1122003.0;32;O;8.0
BREAK;RE52010;ES;M;1996;1996.0;31;M;7.0
BERLINE;FI16007;ES;A;1978;1981.0;30;F;9.0
MONOSPACE;TO17016;ES;M;28092002;17032003.0;33;O;10.0
MONOSPACE;CI64020;GO;S;1062013;4052015.0;31;M;6.0
CABRIOLET;SB04160;ES;M;1012003;1012003.0;36;P;12.0
CABRIOLET;RE66696;ES;A;11012007;5012009.0;32;M;9.0
FOURGONNETTE;FI10025;ES;M;1989;1989.0;25;B;5.0
FOURGONNETTE;RE78262;GO;S;4042017;;30;L;5.0
MONOSPACE;CI35005;ES;M;1994;1998.0;34;N;9.0
BREAK;AU15004;ES;M;1995;1996.0;35;Q;14.0
BERLINE;SE12177;GO;M;1042011;1052012.0;30;I;5.0
CABRIOLET;BM58260;ES;M;27032008;30032010.0;39;R;21.0
FOURGONNETTE;VW12104;ES;M;1980;1981.0;25;A;5.0
BERLINE;BM70AA6;GO;M;1062018;;34;O;8.0
BERLINE;AU47103;GO;S;12112015;;36;Q;10.0
FOURGONNETTE;PE40027;GO;M;5112012;4072016.0;29;H;5.0
FOURGONNETTE;FO15209;GO;M;1995;1042000.0;31;K;10.0
FOURGONNETTE;VW01331;GO;S;7102015;;30;K;7.0
BERLINE;RE07089;ES;M;1993;1993.0;29;F;4.0
FOURGONNETTE;VW04145;ES;M;1986;1989.0;27;E;7.0
4x4-SUV;LR08038;GO;A;13092013;15042015.0;38;HC;23.0
BERLINE;FI07008;ES;M;1979;1983.0;28;D;6.0
4x4-SUV;TO12217;GO;M;1102015;;33;P;11.0
FOURGONNETTE;RE78107;GO;M;29012013;13032013.0;28;J;5.0
BERLINE;OP06325;ES;M;1999;1081999.0;27;C;4.0
MONOSPACE;LA19024;GO;S;1082006;1082006.0;28;K;4.0
4x4-SUV;ME42042;GO;A;2012003;17012006.0;35;HC;19.0
FOURGONNETTE;AN09001;GO;M;1976;9999.0;28;B;7.0
BERLINE;BM18028;ES;A;1990;1991.0;33;M;8.0
BERLINE;AU39120;ES;S;25042013;1012014.0;33;O;7.0
BERLINE;OP02128;GO;M;1987;1988.0;29;I;5.0
COUPE;BM58513;GO;M;1032012;1112013.0;35;P;9.0
FOURGONNETTE;RE78085;GO;M;21022012;3062014.0;29;J;5.0
CABRIOLET;RE80138;GO;M;7042010;1122011.0;31;M;6.0
BERLINE;TO27027;GO;M;1102000;1112001.0;32;K;7.0
CABRIOLET;RE85008;ES;M;9032011;3042012.0;30;H;6.0
BERLINE;VO29077;ES;A;1999;1999.0;35;P;14.0
BERLINE;SE02529;GO;M;1072007;10032008.0;30;H;4.0
BERLINE;VW49506;ES;S;18072016;29092016.0;31;L;6.0
FOURGONNETTE;CI54015;GO;M;15052008;2112010.0;28;J;6.0
CAMIONNETTE;RE80133;GO;M;5012010;4012011.0;30;K;6.0
BERLINE;RE31016;ES;A;1982;1983.0;30;J;10.0
BERLINE;AU37296;ES;V;17092015;4102016.0;37;Q;13.0
4x4-SUV;RE44009;ES;M;1992;1992.0;29;L;14.0
BERLINE;FO08298;ES;M;1995;1995.0;26;D;5.0
BREAK;FO12126;GO;M;1994;1994.0;33;N;7.0
FOURGONNETTE;PE26115;GO;M;2000;11092000.0;32;L;8.0
FOURGONNETTE;HD07012;ES;M;2000;2000.0;26;C;6.0
BERLINE;RE71092;ES;M;10072006;12092007.0;31;H;6.0
FOURGONNETTE;RE56075;GP;M;18072005;2102008.0;26;H;7.0
FOURGONNETTE;HD17014;GO;M;3012005;3012005.0;29;I;6.0
BERLINE;PE17076;GO;M;1998;1998.0;33;P;7.0
MONOSPACE;TO26012;GO;M;2000;2000.0;30;L;7.0
FOURGONNETTE;CI54125;GO;S;1102013;1072014.0;30;K;5.0
BERLINE;SE02948;ES;M;4102013;12052015.0;31;I;5.0
FOURGONNETTE;PE04005;ES;M;1988;1991.0;31;J;9.0
FOURGONNETTE;CI11003;GO;M;1991;1994.0;29;J;8.0
BREAK;AU15030;GO;A;1995;1996.0;31;P;5.0
BERLINE;SR01066;GO;M;1092012;1012015.0;33;P;8.0
CABRIOLET;VW44201;ES;S;6102011;28042015.0;32;N;7.0
MONOSPACE;ME46187;GO;A;1042015;1042016.0;34;R;10.0
BERLINE;BM69194;GO;M;1112012;1032015.0;35;O;10.0
MONOSPACE;CI56031;ES;M;7022011;1042015.0;32;J;7.0
BERLINE;JA15030;GO;A;1082012;1062015.0;36;R;11.0
FOURGONNETTE;PE27005;GO;M;1996;1997.0;30;K;8.0
4x4-SUV;LR07046;ES;M;26092002;1042003.0;31;N;9.0
MONOSPACE;CH04038;GO;M;1995;1995.0;33;M;7.0
BERLINE;BM69076;GO;A;1032012;1032015.0;37;P;12.0
BERLINE;PE37010;GO;M;6042006;2052007.0;30;I;5.0
BREAK;CI34054;ES;M;1996;1997.0;33;K;10.0
BERLINE;OP09090;GO;M;1987;1988.0;28;G;5.0
4x4-SUV;JP03049;ES;A;2042012;1122012.0;42;V;39.0
COUPE;VW43047;ES;M;7102010;2012013.0;37;P;13.0
FOURGONNETTE;CI36063;GO;M;1997;1062000.0;33;N;8.0
BERLINE;OP17709;GO;M;16062014;22062016.0;31;L;6.0
FOURGONNETTE;SE09008;GO;M;1997;2000.0;27;F;7.0
BERLINE;VO32234;ES;S;24092010;10042012.0;37;P;15.0
FOURGONNETTE;FO15304;GO;M;2000;2042002.0;33;M;8.0
4x4-SUV;LD01006;ES;M;1995;1997.0;27;E;10.0
MONOSPACE;CH10027;GO;A;22112004;1022008.0;33;O;10.0
BERLINE;FI26187;ES;M;26092002;2012003.0;27;E;4.0
AUTRE;RE18552;GO;M;11012007;28092010.0;32;O;8.0
BERLINE;FO07185;ES;M;1971;1980.0;28;D;7.0
FOURGONNETTE;CI36077;ES;M;2000;2012001.0;32;L;10.0
MONOSPACE;RE97014;GO;S;13102016;2102018.0;31;M;5.0
CABRIOLET;BM71484;ES;A;1032017;;39;T;21.0
MONOSPACE;CI50003;ES;M;5102006;4072008.0;32;L;8.0
MONOSPACE;ME53046;GO;A;8092003;1092010.0;33;P;10.0
CABRIOLET;FO46008;ES;A;7082015;4122017.0;40;Q;33.0
MONOSPACE;VW34296;GO;S;1012014;2022015.0;31;M;6.0
BERLINE;AU49045;GO;S;19052016;3022017.0;32;M;5.0
MONOSPACE;CI41051;ES;M;1042007;2022009.0;31;J;7.0
BERLINE;FO21766;GO;M;7022011;2042013.0;36;O;12.0
FOURGONNETTE;PE41123;ES;M;4052015;4072016.0;30;J;8.0
FOURGONNETTE;TO10006;GO;M;1980;9999.0;29;A;9.0
FOURGONNETTE;FO15083;GO;M;1978;1986.0;30;I;9.0
BERLINE;SK06546;GO;S;1012015;7122015.0;34;M;8.0
LUDOSPACE;RE55060;ES;M;2000;2000.0;28;H;6.0
FOURGONNETTE;CI71038;GO;A;10092018;;32;M;5.0
BERLINE;RE37020;ES;M;1972;1975.0;25;E;5.0
BERLINE;PR07001;ES;M;1997;1997.0;29;E;7.0
BERLINE;VW12359;GO;M;18082003;1012004.0;29;H;4.0
BERLINE;PE18111;ES;M;1996;1996.0;28;F;5.0
BERLINE;ME38919;ES;A;11012011;8042014.0;36;Q;10.0
BERLINE;LA03025;ES;M;1992;1993.0;36;P;9.0
BERLINE;CI34252;ES;M;2000;2102000.0;33;J;9.0
CABRIOLET;BM68050;GO;A;1032012;1032015.0;39;HC;20.0
FOURGONNETTE;VW01277;GN;M;1072015;;31;L;5.0
MONOSPACE;BM73025;ES;A;25092014;1022018.0;33;N;7.0
FOURGONNETTE;PE26012;GO;M;1994;5062000.0;29;J;6.0
LIMOUSINE;BM64068;GO;A;2072012;1072015.0;39;HC;15.0
BERLINE;BM35041;GO;A;1092007;2112008.0;38;HC;15.0
BERLINE;VW44211;GO;S;1012012;1032012.0;31;L;6.0
MONOSPACE;CI70018;GO;M;3042018;1062018.0;32;L;6.0
4x4-AUTRES;LR08014;GO;A;1072010;27062011.0;36;U;16.0
BERLINE;AU15342;ES;A;2000;1122000.0;37;R;13.0
MONOSPACE;HD17002;ES;M;30092001;1102002.0;30;H;7.0
FOURGONNETTE;FO15036;GO;M;1986;1987.0;29;H;9.0
MONOSPACE;RE81396;GO;M;4092013;1072015.0;33;N;7.0
FOURGONNETTE;VW01255;GO;S;1072015;7102015.0;30;L;5.0
FOURGONNETTE;CI38023;ES;M;1997;1997.0;28;E;6.0
FOURGONNETTE;VW07001;ES;M;1983;1988.0;30;K;11.0
MONOSPACE;RE65099;GO;A;29052007;7042010.0;33;R;10.0
BERLINE;PE24117;GO;M;1997;1997.0;29;H;6.0
FOURGONNETTE;CI11015;ES;M;1991;1994.0;30;K;11.0
BERLINE;ME12005;ES;M;1980;1982.0;33;M;14.0
BREAK;ME15077;ES;M;1991;1992.0;32;R;17.0
BERLINE;VO33199;GO;M;1092010;10042012.0;35;N;9.0
FOURGONNETTE;ME06001;ES;M;1978;9999.0;30;D;13.0
MONOSPACE;FO34206;GO;S;14122015;20062016.0;31;M;6.0
4x4-SUV;LR02017;GO;M;1992;1993.0;31;M;8.0
PICK-UP;NA36070;GO;M;2042018;;33;O;8.0
BERLINE;PE47172;GO;M;27112015;2072018.0;29;I;4.0
BERLINE;MZ18001;ES;M;1972;9999.0;29;A;7.0
4x4-AUTRES;JP01058;GO;A;23032011;2012012.0;33;P;13.0
MONOSPACE;OP24130;GO;M;5102011;13012015.0;34;N;9.0
4x4-SUV;RE44012;ES;M;1992;1992.0;29;K;14.0
BERLINE;FI40005;GO;M;1102001;26092002.0;30;I;5.0
FOURGONNETTE;OP29032;GO;M;19052005;2052006.0;29;I;5.0
CABRIOLET;BM71329;ES;M;1032016;1032017.0;36;R;10.0
4x4-SUV;EB05015;GO;M;1990;1993.0;30;M;9.0
CABRIOLET;AU31241;ES;V;8122011;23042015.0;34;R;9.0
